"cruise_number","event","year","latitude","longitude","PrDM","sf6_obs","Gamma","Delta","sf6_model","error","converged"
785,"150",2016,59.6167,-49.3205,610.463,2.338,14.3210120835083,14.3205679676816,1.93290974701451,0.164098113063846,FALSE
786,"150",2016,59.6167,-49.3205,491.148,2.389,14.6106244076482,14.6102915919603,1.91902305965766,0.220878324453551,FALSE
787,"150",2016,59.6167,-49.3205,371.966,2.482,15.3517999706598,15.3491980097086,1.88433063686641,0.357208667628507,FALSE
788,"150",2016,59.6167,-49.3205,251.438,2.65,15.3774439607204,15.3771855130951,1.88322453956829,0.587944606720253,FALSE
789,"165",2016,58.642,-50.416,3565.105,1.988,14.6396162231756,14.6394057868086,1.91764759977652,0.00494946021720475,FALSE
790,"165",2016,58.642,-50.416,3501.799,1.843,15.4471796807193,14.1953898543806,1.84299999902128,9.57890653340622e-19,TRUE
791,"165",2016,58.642,-50.416,3428.578,1.814,15.8154108233806,14.1479282979054,1.81399999908754,8.32579395595319e-19,TRUE
792,"165",2016,58.642,-50.416,3320.822,1.558,19.2379542793073,13.7803509472987,1.55799999867712,1.74999923081184e-18,TRUE
793,"165",2016,58.642,-50.416,3201.322,1.255,23.6105106763855,13.1874326053595,1.25499999733026,7.12753648326349e-18,TRUE
794,"165",2016,58.642,-50.416,3060.602,1.171,24.7497602136702,12.721264475713,1.17099999923714,5.81951649073289e-19,TRUE
795,"165",2016,58.642,-50.416,2900.843,1.142,25.1453922953378,12.5508303671383,1.14199999931769,4.65541160283244e-19,TRUE
796,"165",2016,58.642,-50.416,2710.618,1.225,24.0161280109862,13.0253701375366,1.22499999857832,2.02116485627962e-18,TRUE
797,"165",2016,58.642,-50.416,2501.868,1.135,25.2410443854188,12.5089043688372,1.13499999932758,4.52145532469126e-19,TRUE
798,"165",2016,58.642,-50.416,2268.839,1.193,24.4503637594202,12.8471731029659,1.19299999909336,8.22004316878322e-19,TRUE
799,"165",2016,58.642,-50.416,2021.191,1.157,24.9406226205436,12.6396334527704,1.15699999928608,5.09678010710464e-19,TRUE
800,"165",2016,58.642,-50.416,1769.942,2.365,14.3669138782126,14.3645196675597,1.93063662353973,0.18867154280997,FALSE
801,"165",2016,58.642,-50.416,1529.952,2.358,14.3386075395676,14.3377251171528,1.93204692258282,0.181436024161168,FALSE
802,"165",2016,58.642,-50.416,1290.122,2.308,15.7747138440146,15.7746375284084,1.86521569277148,0.196057942727842,FALSE
803,"165",2016,58.642,-50.416,1069.896,2.354,14.3645676035921,14.3641477505724,1.93080818956134,0.179091308422353,FALSE
804,"165",2016,58.642,-50.416,872.28,2.404,14.7696445323751,14.768960268281,1.9114735823418,0.242582272091223,FALSE
805,"165",2016,58.642,-50.416,680.166,2.377,14.5747950704069,14.574460623807,1.92073017492352,0.208182153275319,FALSE
806,"165",2016,58.642,-50.416,509.208,2.43,14.6412716590821,14.6410646714375,1.91756901815135,0.262585511158368,FALSE
807,"165",2016,58.642,-50.416,359.832,2.516,15.1257047480222,15.1248398452416,1.89480723396517,0.385880452574004,FALSE
808,"165",2016,58.642,-50.416,222.742,2.69,15.7779152661893,15.7772563817048,1.86505485590772,0.68053449076143,FALSE
809,"165",2016,58.642,-50.416,100.963,3.091,16.9941465036282,16.9885427251733,1.81187912359357,1.63615021645874,FALSE
810,"165",2016,58.642,-50.416,50.638,3.029,16.8432951953532,16.8422692126412,1.81842437696787,1.46549333907964,FALSE
811,"165",2016,58.642,-50.416,26.381,3.105,17.0217902801153,17.021347068233,1.81085928621511,1.67480018707568,FALSE
812,"165",2016,58.642,-50.416,2.563,3.062,16.9277630499692,16.9174087312109,1.81455671816303,1.55611474140019,FALSE
813,"180",2016,58.2055,-50.892,3601.006,1.946,14.3409970355528,14.3404742684532,1.93194222207384,0.000197621120221098,FALSE
814,"180",2016,58.2055,-50.892,3521.468,1.765,16.4746835303526,14.1392921767549,1.76499999741871,6.66304352628421e-18,TRUE
815,"180",2016,58.2055,-50.892,3430.145,1.678,17.622721262066,14.0081626611835,1.67799999813027,3.49589165848042e-18,TRUE
816,"180",2016,58.2055,-50.892,3320.248,1.492,20.4792370528227,14.3529852127901,1.49199999921549,6.15451779023414e-19,TRUE
817,"180",2016,58.2055,-50.892,3199.379,1.181,24.6135883542634,12.7788492062063,1.18099999918464,6.64805776874576e-19,TRUE
818,"180",2016,58.2055,-50.892,3056.94,1.111,25.569417621014,12.3627593348456,1.11099999934766,4.25545105614377e-19,TRUE
819,"180",2016,58.2055,-50.892,2901.756,1.217,24.1245407808957,12.9813524022157,1.2169999987592,1.53957779756573e-18,TRUE
820,"180",2016,58.2055,-50.892,2746.867,0.951,27.7709669838703,11.2855501003752,0.950999999907087,8.63288943482955e-21,TRUE
821,"180",2016,58.2055,-50.892,2528.327,1.002,27.0674791757129,11.6492405084424,1.00200000543869,2.95793507097142e-17,TRUE
822,"180",2016,58.2055,-50.892,2269.933,1.122,25.4188340189057,12.4302082432861,1.12199999934052,4.34919762261769e-19,TRUE
823,"180",2016,58.2055,-50.892,2017.339,1.166,24.8178961709905,12.692247363538,1.16599999925739,5.5146561534889e-19,TRUE
824,"180",2016,58.2055,-50.892,1769.008,2.258,15.4232308832975,15.3366603938294,1.87859058754847,0.143951502256815,FALSE
825,"180",2016,58.2055,-50.892,1538.686,2.412,14.5832562978518,14.5826986422549,1.9203201389598,0.241749085752509,FALSE
826,"180",2016,58.2055,-50.892,1288.853,2.337,14.2473457869361,14.2469581640776,1.93647790245428,0.160417950622426,FALSE
827,"180",2016,58.2055,-50.892,1069.781,2.499,14.933141032376,14.9324841987161,1.90378660991275,0.354278979739153,FALSE
828,"180",2016,58.2055,-50.892,871.653,2.377,14.5747950704069,14.574460623807,1.92073017492352,0.208182153275319,FALSE
829,"180",2016,58.2055,-50.892,679.3,2.593,15.5230560304867,15.5224097080148,1.87656926016131,0.513273004985819,FALSE
830,"180",2016,58.2055,-50.892,507.362,2.413,14.6738471405836,14.673772240467,1.91602595353131,0.246983202863466,FALSE
831,"180",2016,58.2055,-50.892,360.454,2.428,14.835221222846,14.833816253205,1.90836113810434,0.270024546792217,FALSE
832,"180",2016,58.2055,-50.892,218.851,2.525,15.1557835279372,15.1551371392251,1.89341988488443,0.398893441809399,FALSE
833,"180",2016,58.2055,-50.892,100.477,2.609,15.6114368252786,15.611064967053,1.87256806543238,0.542331994251002,FALSE
834,"180",2016,58.2055,-50.892,48.302,2.935,16.6114630561202,16.6114435324029,1.82839712403025,1.22456992510451,FALSE
835,"180",2016,58.2055,-50.892,24.687,2.999,16.7780402024628,16.7704737119954,1.82102146612392,1.38763342627285,FALSE
836,"180",2016,58.2055,-50.892,4.493,3.11,17.0334619700479,17.0334410506201,1.81037799721785,1.68901735011548,FALSE
837,"191",2016,57.7842,-51.2832,3684.61,1.931,14.3548523015503,14.3450874002607,1.93099999859426,1.97611047855896e-18,TRUE
838,"191",2016,57.7842,-51.2832,3586.892,1.934,14.3319396022533,14.3314784014049,1.93238135988844,2.61999581076207e-06,FALSE
839,"191",2016,57.7842,-51.2832,3492.076,1.732,16.9065140742535,14.0895505727835,1.73199999768215,5.3724395372344e-18,TRUE
840,"191",2016,57.7842,-51.2832,3251.807,1.265,23.4756497799657,13.2404436132133,1.26499999660095,1.15535223156382e-17,TRUE
841,"191",2016,57.7842,-51.2832,3123.042,1.141,25.1590533319086,12.5448599829633,1.14099999931926,4.63403498155801e-19,TRUE
842,"191",2016,57.7842,-51.2832,2940.936,1.229,23.9619596602381,13.0472497476912,1.22899999846963,2.34201890643031e-18,TRUE
843,"191",2016,57.7842,-51.2832,2740.293,1.265,23.4756497799657,13.2404436132133,1.26499999660095,1.15535223156382e-17,TRUE
844,"191",2016,57.7842,-51.2832,2522.174,1.017,26.8608028852858,11.7524921460752,1.01700001052337,1.10741249745916e-16,TRUE
845,"191",2016,57.7842,-51.2832,2290.786,0.939,27.9366162488724,11.1970940526985,0.938999999647893,1.23979424826206e-19,TRUE
846,"191",2016,57.7842,-51.2832,1998.104,1.212,24.1923492958178,12.9536639263062,1.2119999988513,1.3195051134933e-18,TRUE
847,"191",2016,57.7842,-51.2832,1710.731,2.481,14.9802103862282,14.9795310589152,1.9015845003591,0.335722321224115,FALSE
848,"191",2016,57.7842,-51.2832,1519.221,2.401,14.5341324042336,14.5334171771537,1.92266018774545,0.228808975987715,FALSE
849,"191",2016,57.7842,-51.2832,1301.108,2.409,14.9681175957088,14.9677879340544,1.90215989581308,0.256886891212204,FALSE
850,"191",2016,57.7842,-51.2832,1072.297,2.331,14.1816202986261,14.1754060282356,1.93949881496958,0.153273177880224,FALSE
851,"191",2016,57.7842,-51.2832,870.887,2.294,15.5628452978661,15.5623597436457,1.87476683887207,0.175756443389321,FALSE
852,"191",2016,57.7842,-51.2832,680.155,2.313,15.7520390951702,15.751783995496,1.86622916886875,0.199604175549705,FALSE
853,"191",2016,57.7842,-51.2832,511.63,2.428,14.835221222846,14.833816253205,1.90836113810434,0.270024546792217,FALSE
854,"191",2016,57.7842,-51.2832,360.777,2.488,14.9992654606902,14.9991800620562,1.9007122941281,0.344906849468276,FALSE
855,"191",2016,57.7842,-51.2832,221.765,2.648,15.7919914996692,15.7915515400966,1.86442953753706,0.61398266964438,FALSE
856,"191",2016,57.7842,-51.2832,100.483,2.67,15.4884217444723,15.4880313930538,1.87815270219811,0.627022143036155,FALSE
857,"191",2016,57.7842,-51.2832,51.389,2.915,16.3723785030768,16.3715890396691,1.83874440319487,1.15832610965437,FALSE
858,"191",2016,57.7842,-51.2832,24.807,2.984,16.7329177740188,16.7326029140722,1.82316565542124,1.34753637555359,FALSE
859,"191",2016,57.7842,-51.2832,3.529,3.159,17.0798344202087,17.0707000626682,1.80815441175033,1.82478380329359,FALSE
860,"196",2016,57.5892,-51.5655,1920.043,1.253,23.6375042178992,13.1767714207901,1.25299999745237,6.49042594970782e-18,TRUE
861,"196",2016,57.5892,-51.5655,1781.355,1.429,21.2955924986511,14.0547336057179,1.42899999930209,4.87080160780815e-19,TRUE
862,"196",2016,57.5892,-51.5655,1500.588,2.143,15.338788344523,15.3381705519535,1.88498580890059,0.0665713228086829,FALSE
863,"196",2016,57.5892,-51.5655,1359.391,2.136,15.2418676308584,15.2408929982568,1.88943287286203,0.0607953481850715,FALSE
864,"196",2016,57.5892,-51.5655,1221.934,2.075,14.3283485037933,14.3274532431118,1.93254194959063,0.0202942961264385,FALSE
865,"196",2016,57.5892,-51.5655,1081.094,2.166,15.7355738188263,15.7346371215359,1.86694961801708,0.0894311309641305,FALSE
866,"196",2016,57.5892,-51.5655,940.912,2.239,15.3094734452289,15.3094536694241,1.88634938266239,0.124362457908598,FALSE
867,"196",2016,57.5892,-51.5655,799.107,2.367,14.3717280941908,14.3712039278104,1.93045994389156,0.190567220587158,FALSE
868,"196",2016,57.5892,-51.5655,671.67,2.42,15.0047260514561,15.0042218310666,1.90044513523274,0.26993725750333,FALSE
869,"196",2016,57.5892,-51.5655,539.972,2.314,15.8051595268293,15.8047522893999,1.86383990937902,0.202644107187887,FALSE
870,"196",2016,57.5892,-51.5655,410.978,2.604,15.5721280895281,15.5717173953998,1.87434794441058,0.53239212222587,FALSE
871,"196",2016,57.5892,-51.5655,281.386,2.624,15.7863536032609,15.7855012172769,1.86467041242835,0.576581422561732,FALSE
872,"196",2016,57.5892,-51.5655,150.449,2.727,15.9185828002462,15.9183444117673,1.8587735176924,0.753817224580228,FALSE
873,"203",2016,57.377,-51.7902,3589.97,1.858,15.2582053990062,14.2201954355733,1.85799999897785,1.04478183491619e-18,TRUE
874,"203",2016,57.377,-51.7902,3500.083,1.888,14.8835528816952,14.2706041822077,1.88799994128873,3.44701372836736e-15,TRUE
875,"203",2016,57.377,-51.7902,3411.621,1.611,18.519248483789,13.8861759168283,1.61099999838309,2.61438410874362e-18,TRUE
876,"203",2016,57.377,-51.7902,3299.363,1.291,23.1258828517899,13.3760632039807,1.29099999338115,4.38092035591088e-17,TRUE
877,"203",2016,57.377,-51.7902,3178.661,1.183,24.5863703065223,12.7902949907249,1.18299999917185,6.85840501967751e-19,TRUE
878,"203",2016,57.377,-51.7902,3040.711,1.111,25.569417621014,12.3627593348456,1.11099999934766,4.25545105614377e-19,TRUE
879,"203",2016,57.377,-51.7902,2879.604,1.148,25.0634513200201,12.5865202985538,1.14799999930702,4.80225136521026e-19,TRUE
880,"203",2016,57.377,-51.7902,2690.305,1.025,26.7506305916772,11.8068810700561,1.02500001455325,2.11796986827966e-16,TRUE
881,"203",2016,57.377,-51.7902,2479.723,1.003,27.0536968299267,11.656175884137,1.00300000569819,3.24694189734946e-17,TRUE
882,"203",2016,57.377,-51.7902,2251.123,1.106,25.6379072818384,12.3318364381216,1.10599999935012,4.22345651992095e-19,TRUE
883,"203",2016,57.377,-51.7902,2009.143,2.157,15.5026371349304,15.5024362546786,1.87751112052232,0.0781140337516874,FALSE
884,"203",2016,57.377,-51.7902,1770.529,2.335,14.2445718705288,14.244001284668,1.93660704550462,0.158716946191556,FALSE
885,"203",2016,57.377,-51.7902,1530.85,2.34,14.2609673598618,14.2525984217457,1.93558093112124,0.163554783272766,FALSE
886,"203",2016,57.377,-51.7902,1290.543,2.473,15.1313680801288,15.1294995360259,1.89451507416657,0.334644809416508,FALSE
887,"203",2016,57.377,-51.7902,1069.599,2.554,15.3127610348807,15.3122923742939,1.88618512574682,0.445976706273792,FALSE
888,"203",2016,57.377,-51.7902,868.209,2.52,15.1406040317537,15.1355340492854,1.89399267345389,0.391885172889409,FALSE
889,"203",2016,57.377,-51.7902,681.046,2.537,15.2236707928316,15.2169670557298,1.89010347794382,0.418475110248385,FALSE
890,"203",2016,57.377,-51.7902,513.928,2.51,15.0610936441234,15.0608321543247,1.89782610401866,0.374756878920973,FALSE
891,"203",2016,57.377,-51.7902,360.85,2.521,15.0921769952593,15.0914260307861,1.89636668373407,0.390166779789369,FALSE
892,"203",2016,57.377,-51.7902,223.044,2.521,15.0921769952593,15.0914260307861,1.89636668373407,0.390166779789369,FALSE
893,"203",2016,57.377,-51.7902,100.464,2.632,15.7168456793165,15.7167113877319,1.86781611835697,0.583977004963008,FALSE
894,"203",2016,57.377,-51.7902,51.314,2.911,16.550010554785,16.5497554721707,1.83104434581212,1.16630421501237,FALSE
895,"203",2016,57.377,-51.7902,23.96,2.992,16.7530163930667,16.752588570844,1.82230096353767,1.3681958359009,FALSE
896,"203",2016,57.377,-51.7902,2.334,3.16,17.0699752823947,17.0698765272483,1.80883336556844,1.8256512740011,FALSE
897,"219",2016,55.9778,-53.2537,3251.379,2.02,15.1982492362344,15.1982326383952,1.89147424293415,0.0165188702293499,FALSE
898,"219",2016,55.9778,-53.2537,3168.89,1.69,17.4641832480706,14.0301600936729,1.68999999813969,3.46076120825227e-18,TRUE
899,"219",2016,55.9778,-53.2537,2761.312,0.98,27.3708163228934,11.4947684488337,0.980000001663983,2.76883889316314e-18,TRUE
900,"219",2016,55.9778,-53.2537,2311.853,1.286,23.1930443356166,13.3502216681674,1.2859999941933,3.37177289011222e-17,TRUE
901,"219",2016,55.9778,-53.2537,2010.708,0.997,27.1363987986795,11.6144517900049,0.997000004277924,1.83006338783544e-17,TRUE
902,"219",2016,55.9778,-53.2537,1732.001,1.159,24.9133411228199,12.6513683026712,1.15899999928046,5.17736828734511e-19,TRUE
903,"219",2016,55.9778,-53.2537,1541.348,2.246,15.3284894744312,15.328479460697,1.88547633583209,0.129977312425054,FALSE
904,"219",2016,55.9778,-53.2537,1319.987,2.429,14.6522217240897,14.6516155803099,1.91703692897848,0.262106186089787,FALSE
905,"219",2016,55.9778,-53.2537,1190.599,2.505,14.9545332467383,14.9537577599542,1.90278193985659,0.36266659196289,FALSE
906,"219",2016,55.9778,-53.2537,1058.877,2.468,15.1062670155336,15.1057847228735,1.89572033430094,0.327504015772627,FALSE
907,"219",2016,55.9778,-53.2537,539.989,2.495,15.2643800962875,15.2639010237837,1.88841014580744,0.367951251209348,FALSE
908,"219",2016,55.9778,-53.2537,399.159,2.448,15.0157986151916,15.015198616979,1.89992584628983,0.300385277965121,FALSE
909,"219",2016,55.9778,-53.2537,280.999,2.619,15.8676668898894,15.8670208733588,1.86103462384154,0.574511511455031,FALSE
910,"219",2016,55.9778,-53.2537,150.151,2.91,16.4560753257123,16.4520810869465,1.83500713447084,1.15560966093859,FALSE
911,"223",2016,55.6703,-53.572,2983.625,1.861,15.2205389881095,14.2251857904685,1.86099999896841,1.06417639817012e-18,TRUE
912,"223",2016,55.6703,-53.572,2878.151,1.752,16.644374222129,14.1199358962402,1.75199999753463,6.07805863796918e-18,TRUE
913,"223",2016,55.6703,-53.572,2799.628,1.652,17.9688961336056,13.9620007037039,1.65199999820167,3.23398015299009e-18,TRUE
914,"223",2016,55.6703,-53.572,2690.303,1.481,20.6207488760207,14.3009936876577,1.48099999924373,5.71949253219668e-19,TRUE
915,"223",2016,55.6703,-53.572,2558.296,1.092,25.829813867635,12.2443611050365,1.09199999935522,4.15738394244975e-19,TRUE
916,"223",2016,55.6703,-53.572,2421.43,1.094,25.8023867205886,12.2569386127258,1.09399999935462,4.16515881066913e-19,TRUE
917,"223",2016,55.6703,-53.572,2269.011,1.204,24.3009218992361,12.9090739854457,1.20399999897141,1.05798754863094e-18,TRUE
918,"223",2016,55.6703,-53.572,2109.978,1.154,24.9815543227582,12.6219849230242,1.15399999929381,4.98704309560334e-19,TRUE
919,"223",2016,55.6703,-53.572,1939.29,1.263,23.5026075509076,13.2298803349063,1.26299999676413,1.0470864822031e-17,TRUE
920,"223",2016,55.6703,-53.572,1759.724,1.37,22.0720114506555,13.7713315444325,1.36999999932219,4.59430952342187e-19,TRUE
921,"223",2016,55.6703,-53.572,1569.912,1.404,21.6233100584016,13.9354789466721,1.4039999993127,4.72386166280509e-19,TRUE
922,"223",2016,55.6703,-53.572,1382.352,2.142,15.5518250483536,15.5516178513762,1.87527518001228,0.0711421295974793,FALSE
923,"223",2016,55.6703,-53.572,1181.445,2.351,14.3222804950737,14.3214471229415,1.93283692997774,0.174860353130441,FALSE
924,"223",2016,55.6703,-53.572,990.77,2.169,15.7218146034798,15.6525924617989,1.8655634588571,0.0920737345007684,FALSE
925,"223",2016,55.6703,-53.572,811.225,2.48,14.8523671050789,14.8507719689683,1.90754900198428,0.327700145129193,FALSE
926,"223",2016,55.6703,-53.572,639.78,2.441,14.6918466764794,14.6909553526267,1.91514816361477,0.276520153829714,FALSE
927,"223",2016,55.6703,-53.572,492.401,2.611,15.6196201292498,15.6187943308714,1.87218439210914,0.545848502463144,FALSE
928,"223",2016,55.6703,-53.572,348.73,2.605,15.6654632173264,15.6649956460984,1.87012302650855,0.540044166167955,FALSE
929,"223",2016,55.6703,-53.572,220.693,2.684,15.9580958701172,15.9528680626273,1.85686714823977,0.684148754461004,FALSE
930,"223",2016,55.6703,-53.572,100.564,2.81,16.306942055178,16.3058877667545,1.84159553551008,0.937807206844014,FALSE
931,"223",2016,55.6703,-53.572,49.251,2.986,16.7385175928929,16.7377880470814,1.82291347876061,1.35277025588875,FALSE
932,"223",2016,55.6703,-53.572,19.329,3.149,16.9963710573986,16.9882781211002,1.81171243012243,1.78833804454907,FALSE
933,"223",2016,55.6703,-53.572,1.914,3.412,17.5470421226534,17.538076716298,1.78866291979078,2.6352232759822,FALSE
934,"230",2016,55.1138,-54.1403,931.682,2.472,15.0898329235812,15.0864873699502,1.89639910611697,0.33131638903894,FALSE
935,"230",2016,55.1138,-54.1403,861.175,2.485,15.0526566263944,15.0454501388963,1.89801397548337,0.34455259297784,FALSE
936,"230",2016,55.1138,-54.1403,791.643,2.409,14.9681175957088,14.9677879340544,1.90215989581308,0.256886891212204,FALSE
937,"230",2016,55.1138,-54.1403,701.74,2.533,15.3937026464779,15.3933700180267,1.88247813241423,0.42317870020728,FALSE
938,"230",2016,55.1138,-54.1403,593.369,2.587,15.5147828129839,15.5139939400986,1.87694126930024,0.504183401042957,FALSE
939,"230",2016,55.1138,-54.1403,469.805,2.534,15.2049201477148,15.1998674640572,1.89101774862994,0.413426175576909,FALSE
940,"230",2016,55.1138,-54.1403,359.673,2.674,15.5911168537386,15.5905452457872,1.87348243286989,0.640828375283911,FALSE
941,"230",2016,55.1138,-54.1403,260.192,2.721,15.8989702922526,15.8979781947587,1.85962631802691,0.741964619995877,FALSE
942,"230",2016,55.1138,-54.1403,101.715,3.216,17.1808453582362,17.1800959810077,1.80414723475185,1.99332823073884,FALSE
943,"230",2016,55.1138,-54.1403,50.052,3.452,17.4737328028199,17.4724545531605,1.79191740970275,2.75587420660803,FALSE
944,"230",2016,55.1138,-54.1403,30.599,3.476,17.5922354588785,17.5916574985819,1.78704245573259,2.8525775863378,FALSE
945,"230",2016,55.1138,-54.1403,10.556,3.698,17.7041560325052,17.7021474970718,1.78240200193152,3.66951569020397,FALSE
946,"230",2016,55.1138,-54.1403,2.517,3.817,17.5738133725052,17.5667135584645,1.78761256588554,4.11841335774167,FALSE
947,"231",2016,54.957,-54.2975,352.964,2.754,16.0047003308793,16.0042644527812,1.85493595760735,0.808316152323412,FALSE
948,"231",2016,54.957,-54.2975,251.014,3.135,16.970658617258,16.9671984000946,1.81293690303741,1.74785083235033,FALSE
949,"231",2016,54.957,-54.2975,199.665,3.167,17.0148828560139,17.0129149893917,1.81110713388297,1.83844546438704,FALSE
950,"231",2016,54.957,-54.2975,151.451,3.181,17.1228441545681,17.1050223759615,1.80608913591433,1.89037988418081,FALSE
951,"231",2016,54.957,-54.2975,100.802,3.293,17.3289315974336,17.328483371082,1.79795954969192,2.23514594805738,FALSE
952,"231",2016,54.957,-54.2975,49.894,3.322,17.3980764764321,17.3942661434649,1.79498319045322,2.33178033663843,FALSE
953,"231",2016,54.957,-54.2975,20.48,3.418,17.5736581481835,17.5714991628483,1.78776226235474,2.65767508124273,FALSE
954,"231",2016,54.957,-54.2975,3.428,3.687,17.7030026768738,17.7021424545742,1.78248254676551,3.62718672967478,FALSE
955,"237",2016,54.7528,-54.479,229.303,3.095,16.8440136855094,16.8427772790808,1.81838759674114,1.62973922815435,FALSE
956,"237",2016,54.7528,-54.479,199.68,3.432,17.5690587148292,17.565679945062,1.78791654903126,2.70301039374927,FALSE
957,"237",2016,54.7528,-54.479,151.279,3.385,17.4904723181701,17.4902194293572,1.79125404656281,2.54002616409742,FALSE
958,"237",2016,54.7528,-54.479,49.83,3.41,17.4917420325712,17.4880781221067,1.79110251421586,2.62082906947823,FALSE
959,"237",2016,54.7528,-54.479,4.19,3.649,17.6731532481078,17.6638761390919,1.78346292746459,3.48022856900399,FALSE
960,"241",2016,55.0275,-54.2055,597.568,2.567,15.3671718660725,15.3668906711854,1.88369437576534,0.466906576110717,FALSE
961,"241",2016,55.0275,-54.2055,449.747,2.666,15.6214096894298,15.6206636049929,1.87210576638464,0.630268054167719,FALSE
962,"241",2016,55.0275,-54.2055,388.291,2.718,15.7114265770854,15.7112536792997,1.86805904158939,0.722399632783947,FALSE
963,"241",2016,55.0275,-54.2055,331.217,2.675,15.934601164588,15.9299916805669,1.85793142135637,0.667601062206722,FALSE
964,"241",2016,55.0275,-54.2055,289.233,2.528,15.3767694006518,15.3762393164437,1.88324743854864,0.415705865498096,FALSE
965,"241",2016,55.0275,-54.2055,249.32,2.961,16.6763849226497,16.6761038803806,1.825593953554,1.28914689030614,FALSE
966,"241",2016,55.0275,-54.2055,200.039,3.021,16.8290340965135,16.8230487371872,1.81888834290221,1.44507243613039,FALSE
967,"241",2016,55.0275,-54.2055,149.888,3.269,17.2898818059454,17.2892427711957,1.79958385416212,2.15918380964905,FALSE
968,"241",2016,55.0275,-54.2055,98.869,3.405,17.4793340669703,17.4789995233454,1.79171281028262,2.60269555650621,FALSE
969,"241",2016,55.0275,-54.2055,49.324,3.3,17.292069368777,17.2916471821759,1.7994987733523,2.25150393117126,FALSE
970,"241",2016,55.0275,-54.2055,9.434,3.542,17.7351099421241,17.6946017924685,1.78001856531107,3.10457857618846,FALSE
971,"45",2018,56.1147,-53.1142,3371.489,1.964690875,16.3159633941982,14.5402711488417,1.96469085999819,2.25054383715589e-16,TRUE
972,"45",2018,56.1147,-53.1142,3307.525,1.902486791,17.0782538382627,14.495052524805,1.90248678992763,1.14997640139018e-18,TRUE
973,"45",2018,56.1147,-53.1142,3231.419,1.730308134,19.1544575068335,14.1268911323449,1.73030813115547,8.09134429144031e-18,TRUE
974,"45",2018,56.1147,-53.1142,3126.027,1.488623536,22.3514001091993,13.724761770493,1.4886235351398,7.39943505397059e-19,TRUE
975,"45",2018,56.1147,-53.1142,3004.494,1.413420999,23.2794432855192,13.3375614067,1.41342096644046,1.06012368533357e-15,TRUE
976,"45",2018,56.1147,-53.1142,2860.427,1.17669497,26.2984407081195,11.9754173667584,1.17669496929446,4.97782718332996e-19,TRUE
977,"45",2018,56.1147,-53.1142,2700.219,1.312764903,24.5474332393316,12.7890904928673,1.3127649012541,3.04817488169128e-18,TRUE
978,"45",2018,56.1147,-53.1142,2519.577,1.252237891,25.3215144629337,12.4380956857894,1.25223789018727,6.60534916313096e-19,TRUE
979,"45",2018,56.1147,-53.1142,2319.368,1.268613501,25.111296810451,12.5347384174296,1.2686135000935,8.21749471175271e-19,TRUE
